customerID,gender,Tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn
5220-AGAAX,Male,68,24,1664.3,Two year,No,Bank transfer (automatic),No
5222-IMUKT,Male,32,91.05,2871.5,Month-to-month,Fiber optic,Electronic check,No
5222-JCXZT,Male,4,19,78.9,Month-to-month,No,Mailed check,No
5223-UZAVK,Male,64,100.3,6603.8,One year,Fiber optic,Credit card (automatic),No
5226-NOZFC,Male,26,85.75,2146.5,Month-to-month,Fiber optic,Electronic check,No
5227-JSCFE,Male,71,46.35,3353.4,Two year,DSL,Credit card (automatic),No
5228-EXCET,Male,13,80.85,1008.7,Month-to-month,Fiber optic,Electronic check,Yes
5229-DTFYB,Female,41,98.8,3959.15,Two year,Fiber optic,Bank transfer (automatic),No
5229-PRWKT,Male,8,86.55,649.65,Month-to-month,Fiber optic,Electronic check,Yes
5231-FIQPA,Female,41,19.85,810.45,Two year,No,Mailed check,No
5232-NXPAY,Female,47,74.45,3510.3,Two year,DSL,Mailed check,No
5233-AOZUF,Female,29,74.95,2149.05,Month-to-month,Fiber optic,Electronic check,No
5233-GEEAX,Male,8,29.4,221.9,Month-to-month,DSL,Electronic check,Yes
5236-PERKL,Female,57,112.95,6465,Two year,Fiber optic,Bank transfer (automatic),Yes
5236-XMZJY,Female,42,59.65,2536.55,Month-to-month,DSL,Bank transfer (automatic),No
5240-CAOYT,Female,57,87.55,4884.85,Month-to-month,Fiber optic,Bank transfer (automatic),No
5240-IJOQT,Male,1,74.7,74.7,Month-to-month,Fiber optic,Electronic check,Yes
5242-UOWHD,Male,45,20.35,929.2,Two year,No,Mailed check,No
5243-SAOTC,Male,54,79.85,4308.25,Month-to-month,Fiber optic,Bank transfer (automatic),No
5244-IRFIH,Male,33,94.5,3105.55,Month-to-month,Fiber optic,Electronic check,Yes
5245-VDBUR,Female,52,35.45,1958.95,One year,DSL,Mailed check,No
5248-KWLAR,Male,71,90.35,6325.25,Two year,DSL,Electronic check,No
5248-RPYWW,Female,72,90.15,6716.45,Two year,DSL,Bank transfer (automatic),No
5248-YGIJN,Male,72,90.25,6369.45,Two year,DSL,Credit card (automatic),No
5249-QYHEX,Female,40,24.8,1024.7,Two year,No,Mailed check,No
5256-SKJGO,Female,64,54.6,3423.5,Two year,DSL,Electronic check,No
5260-UMPWX,Female,26,20.25,493.95,Month-to-month,No,Credit card (automatic),No
5261-QSHQM,Female,4,24.45,86.6,Month-to-month,DSL,Electronic check,Yes
5266-PFRQK,Male,52,20.85,1071.6,One year,No,Credit card (automatic),No
5268-DSMNQ,Female,62,97.95,5936.55,One year,Fiber optic,Credit card (automatic),No
5269-NRGDP,Male,42,73.15,3088.25,One year,DSL,Electronic check,No
5271-DBYSJ,Male,11,79.15,827.7,Month-to-month,Fiber optic,Credit card (automatic),No
5271-YNWVR,Male,68,113.15,7856,Two year,Fiber optic,Electronic check,Yes
5274-XHAKY,Female,41,94.3,3893.6,Month-to-month,Fiber optic,Bank transfer (automatic),No
5275-PMFUT,Male,72,64.8,4719.75,Two year,DSL,Credit card (automatic),No
5275-SQEIZ,Male,1,80.85,80.85,Month-to-month,Fiber optic,Mailed check,Yes
5276-KQWHG,Female,2,69.6,131.65,Month-to-month,Fiber optic,Electronic check,Yes
5277-ZLOOR,Female,2,85.55,187.45,Month-to-month,Fiber optic,Electronic check,Yes
5278-PNYOX,Female,49,100.65,4917.75,Two year,Fiber optic,Credit card (automatic),No
5281-BUZGT,Male,36,90.85,3186.7,Month-to-month,Fiber optic,Electronic check,Yes
5285-MVEHD,Female,56,105.6,6068.65,One year,Fiber optic,Credit card (automatic),No
5286-YHCVC,Male,72,104.8,7470.1,Two year,Fiber optic,Bank transfer (automatic),No
5287-QWLKY,Male,71,105.1,7548.1,Month-to-month,Fiber optic,Credit card (automatic),Yes
5288-AHOUP,Male,11,78.5,874.2,Month-to-month,Fiber optic,Electronic check,No
5293-WXJAK,Female,11,104.05,1133.65,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5294-CDGWY,Male,51,59.3,3014.65,One year,DSL,Electronic check,Yes
5294-DMSFH,Female,29,87.8,2621.75,Month-to-month,Fiber optic,Credit card (automatic),No
5294-IMHHT,Male,53,97.75,5043.2,One year,Fiber optic,Bank transfer (automatic),No
5295-PCJOO,Male,4,49.4,184.4,Month-to-month,DSL,Electronic check,Yes
5296-BFCYD,Male,46,20.1,936.85,Two year,No,Mailed check,No
5296-PSYVW,Female,72,24.55,1750.7,Two year,No,Electronic check,No
5297-MDOIR,Female,63,81.15,5224.5,One year,Fiber optic,Credit card (automatic),No
5298-GSTLM,Female,60,101.4,6176.6,One year,Fiber optic,Bank transfer (automatic),No
5299-RULOA,Female,10,100.25,1064.65,Month-to-month,Fiber optic,Electronic check,Yes
5299-SJCZT,Male,3,101.55,298.35,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5301-GAUUY,Male,32,80.35,2596.15,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5302-BDJNT,Male,35,95.5,3418.2,Month-to-month,Fiber optic,Electronic check,No
5304-EFJLP,Male,72,111.65,8022.85,Two year,Fiber optic,Bank transfer (automatic),No
5306-BVTKJ,Male,48,55.8,2651.2,One year,DSL,Credit card (automatic),No
5307-DZCVC,Female,32,85.95,2628.6,Month-to-month,Fiber optic,Credit card (automatic),Yes
5307-UVGNB,Female,53,48.7,2495.2,Month-to-month,DSL,Bank transfer (automatic),No
5309-TAIKL,Female,7,62.8,418.3,Month-to-month,DSL,Bank transfer (automatic),No
5310-NOOVA,Male,46,19.95,907.05,Two year,No,Electronic check,No
5311-IHLEI,Male,12,50.95,605.75,Month-to-month,DSL,Bank transfer (automatic),No
5312-IRCFR,Female,64,92.85,5980.75,One year,Fiber optic,Electronic check,No
5312-TSZVC,Female,15,19.65,270.6,One year,No,Mailed check,No
5312-UXESG,Female,41,98.05,3990.6,Month-to-month,Fiber optic,Bank transfer (automatic),No
5313-FPXWG,Male,51,24.6,1266.4,One year,No,Bank transfer (automatic),No
5315-CKEQK,Male,28,51,1381.8,One year,DSL,Electronic check,No
5317-FLPJF,Female,66,61.35,4193.4,Two year,DSL,Bank transfer (automatic),No
5318-IXUZF,Female,2,87.15,183.75,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5318-YKDPV,Male,43,79.15,3566.6,Two year,DSL,Credit card (automatic),No
5320-BRKGK,Female,58,75.8,4415.75,Two year,DSL,Mailed check,No
5321-NTRKC,Male,66,79.85,5234.95,Two year,DSL,Bank transfer (automatic),No
5322-TEUJK,Female,71,114.6,8100.25,Two year,Fiber optic,Bank transfer (automatic),No
5322-ZSMZY,Male,31,25.75,755.6,Two year,No,Mailed check,No
5324-KTGCG,Male,71,20.85,1539.75,One year,No,Electronic check,No
5325-UWTWJ,Male,31,90.55,2929.75,Month-to-month,Fiber optic,Credit card (automatic),No
5327-CNLUQ,Male,48,96.9,4473.45,Two year,Fiber optic,Bank transfer (automatic),No
5327-XOKKY,Male,72,73.45,5329,Two year,DSL,Credit card (automatic),No
5329-KRDTM,Male,72,77.35,5396.25,Two year,DSL,Credit card (automatic),No
5331-RGMTT,Male,54,99.05,5295.7,Month-to-month,Fiber optic,Credit card (automatic),No
5334-AFQJB,Male,72,25.1,1789.9,Two year,No,Credit card (automatic),No
5334-JLAXU,Female,60,94.1,5475.9,Month-to-month,Fiber optic,Credit card (automatic),No
5336-UFNZP,Female,65,107.45,7047.5,One year,Fiber optic,Electronic check,No
5337-IIWKZ,Male,34,44.85,1442.6,Month-to-month,DSL,Electronic check,No
5338-YHWYT,Male,37,61.45,2302.35,Two year,DSL,Credit card (automatic),No
5339-PXDVH,Male,4,90.65,367.95,Month-to-month,Fiber optic,Electronic check,No
5339-TJFEK,Male,62,105.5,6487.2,Month-to-month,Fiber optic,Electronic check,No
5343-SGUBI,Female,52,80.2,4297.6,One year,Fiber optic,Mailed check,No
5345-BMKWB,Male,8,20.25,158.35,Month-to-month,No,Mailed check,No
5346-BZCHP,Female,69,19.4,1346.2,Two year,No,Mailed check,No
5348-CAGXB,Male,12,89.55,1021.75,Month-to-month,Fiber optic,Electronic check,No
5349-AZPEW,Female,5,25.05,125.5,Month-to-month,DSL,Mailed check,No
5349-IECLD,Male,2,94.95,178.1,Month-to-month,Fiber optic,Electronic check,Yes
5351-QESIO,Male,1,24.2,24.2,Month-to-month,DSL,Mailed check,No
5353-WILCI,Female,28,56.05,1522.65,Month-to-month,DSL,Electronic check,No
5356-CSVSQ,Female,3,64.6,174.2,Month-to-month,DSL,Electronic check,No
5356-KZCKT,Male,58,24.45,1513.6,Two year,No,Credit card (automatic),No
5356-RHIPP,Male,1,20.2,20.2,Month-to-month,No,Mailed check,Yes
5357-TZHPP,Male,9,84.4,732.5,Month-to-month,Fiber optic,Credit card (automatic),Yes
5360-LJCNJ,Female,71,105.15,7555,Two year,Fiber optic,Bank transfer (automatic),No
5360-XGYAZ,Male,72,65.65,4664.5,Two year,DSL,Bank transfer (automatic),No
5364-EVNIB,Male,13,79.8,973.45,Month-to-month,Fiber optic,Electronic check,Yes
5364-XYIRR,Male,51,94.65,4812.75,Month-to-month,Fiber optic,Electronic check,Yes
5365-LLFYV,Female,2,45.85,105.6,Month-to-month,DSL,Mailed check,No
5366-IJEQJ,Male,20,88.7,1761.45,Month-to-month,Fiber optic,Electronic check,Yes
5366-OBVMR,Female,18,50.3,908.75,Month-to-month,DSL,Mailed check,No
5370-IIVVL,Male,37,104.5,3778,One year,Fiber optic,Credit card (automatic),No
5371-VYLSX,Female,50,83.4,4113.7,Month-to-month,Fiber optic,Electronic check,No
5372-FBKBN,Female,21,20.75,452.2,Month-to-month,No,Mailed check,No
5373-SFODM,Male,36,85.25,3132.75,Month-to-month,Fiber optic,Credit card (automatic),Yes
5375-XLDOF,Male,69,114.35,7665.8,Two year,Fiber optic,Bank transfer (automatic),No
5376-DEQCP,Female,1,70.6,70.6,Month-to-month,Fiber optic,Electronic check,Yes
5376-PCKNB,Male,72,104.45,7459,One year,Fiber optic,Credit card (automatic),No
5377-NDTOU,Female,71,91.05,6293.75,Two year,DSL,Mailed check,No
5378-IKEEG,Female,1,35.75,35.75,Month-to-month,DSL,Electronic check,Yes
5380-AFSSK,Female,5,93.9,486.85,Month-to-month,Fiber optic,Mailed check,Yes
5380-WJKOV,Male,34,106.35,3549.25,Month-to-month,Fiber optic,Electronic check,Yes
5380-XPJNZ,Female,38,20.05,678.2,One year,No,Mailed check,No
5382-SOYZL,Male,22,95.1,2162.6,Month-to-month,Fiber optic,Electronic check,No
5382-TEMLV,Male,45,50.9,2298.55,Month-to-month,DSL,Bank transfer (automatic),No
5383-MMTWC,Female,8,84,613.4,Month-to-month,Fiber optic,Electronic check,Yes
5384-ZTTWP,Female,15,19.8,272.95,Month-to-month,No,Mailed check,No
5385-SUIRI,Male,52,104.2,5568.35,Month-to-month,Fiber optic,Electronic check,Yes
5386-THSLQ,Female,66,45.55,3027.25,One year,DSL,Bank transfer (automatic),No
5387-ASZNZ,Female,66,63.85,4174.35,One year,DSL,Credit card (automatic),No
5389-FFVKB,Male,32,80.3,2483.05,Month-to-month,Fiber optic,Credit card (automatic),Yes
5392-AKEMH,Female,12,45.05,523.1,Month-to-month,DSL,Electronic check,No
5393-HJZSM,Female,32,76.3,2404.15,Month-to-month,DSL,Bank transfer (automatic),No
5393-RXQSZ,Male,1,79.6,79.6,Month-to-month,Fiber optic,Electronic check,Yes
5394-MEITZ,Female,60,80.6,4946.7,Two year,DSL,Bank transfer (automatic),No
5394-SVGJV,Male,37,98.8,3475.55,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5396-IZEPB,Male,9,19.7,180.7,Month-to-month,No,Credit card (automatic),No
5397-NSKQG,Male,67,50.9,3281.65,Two year,DSL,Credit card (automatic),No
5397-TUPSH,Male,65,70.95,4555.2,One year,Fiber optic,Bank transfer (automatic),No
5399-ZIMKF,Male,5,74.65,383.65,Month-to-month,Fiber optic,Electronic check,No
5402-HTOTQ,Male,16,55.3,875.35,Month-to-month,DSL,Electronic check,No
5404-GGUKR,Male,5,51.35,262.3,Month-to-month,DSL,Electronic check,No
5405-ZMYXQ,Female,8,74.6,548.9,Month-to-month,Fiber optic,Credit card (automatic),No
5406-KGRMX,Female,71,24.55,1719.15,Two year,No,Electronic check,No
5414-OFQCB,Male,57,90.45,5229.8,Two year,Fiber optic,Credit card (automatic),No
5419-CONWX,Female,4,99.8,442.85,Month-to-month,Fiber optic,Credit card (automatic),Yes
5419-JKZNQ,Male,30,77.9,2351.45,Month-to-month,Fiber optic,Mailed check,No
5419-JPRRN,Male,1,101.45,101.45,Month-to-month,Fiber optic,Electronic check,Yes
5419-KLXBN,Female,25,89.15,2257.75,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5423-BHIXO,Female,32,54.2,1739.6,Month-to-month,DSL,Electronic check,No
5424-RLQLC,Male,10,59.65,638.95,Month-to-month,DSL,Mailed check,No
5429-LWCMV,Female,12,89.15,1057.55,Month-to-month,Fiber optic,Electronic check,No
5433-KYGHE,Female,14,86,1164.05,Month-to-month,Fiber optic,Mailed check,No
5438-QMDDL,Female,19,59.8,1130.85,Month-to-month,DSL,Mailed check,No
5439-WIKXB,Male,41,94.55,3851.45,Month-to-month,Fiber optic,Electronic check,No
5440-FLBQG,Male,69,108.4,7318.2,Two year,Fiber optic,Bank transfer (automatic),Yes
5440-VHLUL,Male,69,105.2,7386.05,One year,Fiber optic,Bank transfer (automatic),No
5442-BHQNG,Female,2,70.35,139.25,Month-to-month,Fiber optic,Electronic check,No
5442-BXVND,Female,33,24.25,838.5,Month-to-month,No,Bank transfer (automatic),No
5442-PPTJY,Male,12,19.7,258.35,Two year,No,Mailed check,No
5442-UTCVD,Male,3,91.85,257.05,Month-to-month,Fiber optic,Electronic check,Yes
5442-XSDCW,Male,11,79.5,868.5,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5443-SCMKX,Female,58,94.3,5610.15,One year,Fiber optic,Electronic check,No
5445-GLVOT,Female,22,49.8,1049.05,Month-to-month,DSL,Electronic check,No
5445-PZWGX,Male,62,102,6529.25,One year,Fiber optic,Electronic check,Yes
5445-UTODQ,Female,7,81.1,576.65,Month-to-month,Fiber optic,Electronic check,Yes
5446-DKWYW,Female,61,65.2,3965.05,One year,DSL,Electronic check,No
5447-VYTKW,Male,27,53.45,1461.45,Month-to-month,DSL,Mailed check,No
5447-WZAFP,Female,53,100.3,5200.8,One year,Fiber optic,Mailed check,No
5448-VWNAM,Female,19,75.9,1375.6,Month-to-month,DSL,Mailed check,No
5449-FIBXJ,Male,19,103.3,2012.7,Month-to-month,Fiber optic,Electronic check,Yes
5451-MHQOF,Male,56,24.45,1431.65,One year,No,Mailed check,No
5451-YHYPW,Female,72,115.75,8443.7,Two year,Fiber optic,Credit card (automatic),No
5453-AXEPF,Male,17,80.5,1336.9,Month-to-month,Fiber optic,Bank transfer (automatic),No
5453-YBTWV,Male,70,101.1,6994.8,Two year,Fiber optic,Credit card (automatic),No
5456-ITGIC,Male,72,64.45,4641.1,Two year,DSL,Credit card (automatic),No
5457-COLHT,Male,69,80.65,5542.55,Two year,DSL,Bank transfer (automatic),No
5458-CQJTA,Male,65,74.8,4820.15,Two year,DSL,Bank transfer (automatic),Yes
5461-QKNTN,Male,43,94.3,3953.15,Month-to-month,Fiber optic,Electronic check,No
5465-BUBFA,Female,41,19.3,772.4,Two year,No,Bank transfer (automatic),No
5468-BPMMO,Male,46,19.6,851.2,Month-to-month,No,Electronic check,No
5469-CTCWN,Male,61,106,6547.7,One year,Fiber optic,Electronic check,Yes
5469-NUJUR,Male,19,19.95,373.5,Two year,No,Mailed check,No
5472-CVMDX,Female,68,38.9,2719.2,Two year,DSL,Mailed check,No
5473-KHBPS,Female,52,95.7,4976.15,One year,Fiber optic,Credit card (automatic),No
5474-LAMUQ,Male,24,20.1,533.9,One year,No,Mailed check,No
5478-JJVZK,Female,33,60.9,2033.85,Month-to-month,DSL,Mailed check,No
5480-HPRRX,Female,3,25.3,77.75,Month-to-month,DSL,Electronic check,Yes
5480-TBGPH,Female,24,99.3,2431.35,Month-to-month,Fiber optic,Credit card (automatic),Yes
5480-XTFFL,Female,31,21,697.7,Two year,No,Mailed check,No
5481-NTDOH,Female,67,107.05,7142.5,One year,Fiber optic,Credit card (automatic),No
5482-NUPNA,Female,4,60.4,272.15,Month-to-month,DSL,Mailed check,Yes
5482-PLVPE,Female,2,24.35,41.85,Month-to-month,DSL,Electronic check,Yes
5482-VXSXJ,Male,22,93.2,2157.3,Month-to-month,Fiber optic,Mailed check,No
5485-ITNPC,Male,66,85.9,5595.3,Two year,DSL,Bank transfer (automatic),No
5485-WUYWF,Male,2,66.4,94.55,Month-to-month,DSL,Bank transfer (automatic),Yes
5493-SDRDQ,Male,2,55.1,113.35,Month-to-month,DSL,Mailed check,Yes
5494-HECPR,Female,1,80.25,80.25,Month-to-month,Fiber optic,Electronic check,Yes
5494-WOZRZ,Female,71,82,5999.85,Two year,DSL,Credit card (automatic),No
5495-GPSRW,Male,20,19.7,419.4,Two year,No,Mailed check,No
5498-IBWPI,Female,66,49.4,3251.85,One year,DSL,Credit card (automatic),No
5498-TXHLF,Female,34,87.45,2874.15,Month-to-month,Fiber optic,Electronic check,Yes
5499-ECUTN,Female,47,66.05,3021.45,One year,DSL,Credit card (automatic),No
5501-TVMGM,Male,1,55.25,55.25,Month-to-month,DSL,Electronic check,No
5502-RLUYV,Female,69,103.95,7446.9,Month-to-month,Fiber optic,Electronic check,Yes
5504-WSIUR,Female,70,90.25,6385.95,One year,Fiber optic,Bank transfer (automatic),No
5505-OVWQW,Female,17,20.15,353.65,One year,No,Mailed check,No
5510-BOIUJ,Male,1,19.25,19.25,Month-to-month,No,Mailed check,Yes
5512-IDZEI,Male,46,24.9,1174.8,One year,No,Electronic check,No
5514-YQENT,Male,41,111.15,4507.15,Two year,Fiber optic,Electronic check,No
5515-AKOAJ,Female,54,100.1,5440.9,Month-to-month,Fiber optic,Electronic check,Yes
5515-IDEJJ,Male,1,19.9,19.9,Month-to-month,No,Mailed check,Yes
5515-RUGKN,Male,8,54.75,438.05,Month-to-month,DSL,Credit card (automatic),No
5519-NPHVG,Female,12,94.2,1046.1,Month-to-month,Fiber optic,Electronic check,Yes
5519-TEEUH,Male,33,20.15,682.15,One year,No,Mailed check,No
5519-YLDGW,Female,21,103.9,2254.2,Month-to-month,Fiber optic,Electronic check,Yes
5520-FVEWJ,Female,12,84.5,916.9,Month-to-month,Fiber optic,Electronic check,Yes
5522-JBWMO,Male,1,44,44,Month-to-month,DSL,Electronic check,No
5522-NYKPB,Male,25,85.9,2199.05,Month-to-month,Fiber optic,Electronic check,No
5524-KHNJP,Male,33,74.75,2453.3,One year,DSL,Credit card (automatic),No
5527-ACHSO,Female,11,70.5,829.3,Month-to-month,DSL,Mailed check,No
5529-GIBVH,Female,47,20.15,1046.2,Two year,No,Mailed check,No
5533-NHFRF,Male,7,44.4,265.8,Month-to-month,DSL,Electronic check,No
5533-RJFTJ,Male,49,30.2,1453.1,Month-to-month,DSL,Bank transfer (automatic),No
5536-RTPWK,Male,49,99.05,4853.75,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5536-SLHPM,Female,55,77.75,4458.15,Month-to-month,Fiber optic,Electronic check,Yes
5537-UXXVS,Female,20,19.25,375.25,Month-to-month,No,Bank transfer (automatic),No
5539-HIVAK,Female,28,25.7,734.6,Month-to-month,No,Mailed check,No
5539-TMZLF,Male,1,69.75,69.75,Month-to-month,Fiber optic,Electronic check,Yes
5542-DHSXL,Female,4,54.7,235.05,Month-to-month,DSL,Mailed check,No
5542-NKVRU,Female,42,20.75,844.45,Two year,No,Bank transfer (automatic),No
5542-TBBWB,Male,1,69.9,69.9,Month-to-month,Fiber optic,Electronic check,No
5543-QDCRY,Male,4,56.4,234.85,Month-to-month,DSL,Electronic check,No
5546-BYZSM,Female,41,20.45,775.6,Month-to-month,No,Electronic check,No
5546-QUERU,Male,13,19.95,257,One year,No,Mailed check,No
5549-ZGHFB,Male,50,24.95,1261.45,Two year,No,Mailed check,No
5550-VFRLC,Female,1,69.85,69.85,Month-to-month,Fiber optic,Electronic check,Yes
5552-ZNFSJ,Male,1,45.3,45.3,Month-to-month,DSL,Electronic check,Yes
5553-AOINX,Female,66,104.9,6891.45,One year,Fiber optic,Electronic check,No
5555-RNPGT,Male,10,24.8,223.9,Month-to-month,No,Credit card (automatic),No
5561-NWEVX,Female,2,79.2,172.85,Month-to-month,Fiber optic,Electronic check,Yes
5562-BETPV,Male,1,19.65,19.65,One year,No,Mailed check,No
5562-YJQGT,Female,2,20.35,35.1,Month-to-month,No,Credit card (automatic),No
5564-NEMQO,Female,1,75.3,75.3,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5565-FILXA,Female,16,96.15,1529.2,Month-to-month,Fiber optic,Electronic check,Yes
5566-SOEZD,Male,27,80.65,2209.75,One year,Fiber optic,Credit card (automatic),No
5567-GZKQY,Male,58,20.3,1131.5,Two year,No,Credit card (automatic),No
5567-WSELE,Male,3,94.6,279.55,Month-to-month,Fiber optic,Electronic check,Yes
5568-DMXZS,Female,8,65.45,554.45,Month-to-month,DSL,Electronic check,No
5569-IDSEY,Male,71,105.7,7472.15,One year,Fiber optic,Bank transfer (automatic),No
5569-KGJHX,Female,9,85.35,754.65,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5569-OUICF,Female,28,101.3,2812.2,Month-to-month,Fiber optic,Credit card (automatic),Yes
5570-PTWEH,Female,3,75.15,216.75,Month-to-month,Fiber optic,Credit card (automatic),Yes
5572-ZDXHY,Female,22,84.3,1855.65,Month-to-month,Fiber optic,Mailed check,Yes
5574-NXZIU,Male,63,109.2,7049.75,Two year,Fiber optic,Credit card (automatic),No
5575-GNVDE,Male,34,56.95,1889.5,One year,DSL,Mailed check,No
5575-TPIZQ,Male,46,89.15,4245.55,Month-to-month,Fiber optic,Credit card (automatic),No
5577-OTWWW,Female,15,19.75,297.3,Month-to-month,No,Bank transfer (automatic),Yes
5578-NKCXI,Female,58,99.25,5846.65,One year,Fiber optic,Credit card (automatic),No
5583-EJXRD,Male,44,54.05,2375.2,Two year,DSL,Credit card (automatic),No
5583-SXDAG,Male,1,70,70,Month-to-month,Fiber optic,Electronic check,Yes
5590-BYNII,Male,22,100.75,2095,Month-to-month,Fiber optic,Electronic check,Yes
5590-YRFJT,Female,20,24.45,482.8,Month-to-month,DSL,Electronic check,Yes
5590-ZSKRV,Female,8,54.65,482.25,Month-to-month,DSL,Mailed check,No
5593-SUAOO,Female,24,83.15,2033.05,One year,Fiber optic,Bank transfer (automatic),No
5597-GLBUC,Female,1,85.45,85.45,Month-to-month,Fiber optic,Electronic check,Yes
5598-IKHQQ,Female,72,25.45,1866.45,Two year,No,Credit card (automatic),No
5599-HVLTW,Female,14,80.35,1058.1,Month-to-month,Fiber optic,Bank transfer (automatic),No
5600-KTXFM,Male,2,69.95,143.9,Month-to-month,Fiber optic,Mailed check,No
5600-PDUJF,Male,6,49.5,312.7,Month-to-month,DSL,Credit card (automatic),No
5602-BVFMK,Female,12,19.3,228.75,One year,No,Mailed check,No
5605-IYGFG,Female,7,69.85,515.45,Month-to-month,Fiber optic,Bank transfer (automatic),No
5605-XNWEN,Male,72,25,1802.55,Two year,No,Bank transfer (automatic),No
5606-AMZBO,Female,10,78.15,765.15,Month-to-month,Fiber optic,Credit card (automatic),No
5609-CEBID,Female,20,94.1,1782.4,Month-to-month,Fiber optic,Electronic check,Yes
5609-IMCGG,Female,15,84.35,1302.65,Month-to-month,Fiber optic,Credit card (automatic),No
5614-DNZCE,Female,58,64.9,3795.45,Two year,DSL,Credit card (automatic),No
5616-PRTNT,Male,20,19.4,374.5,Month-to-month,No,Electronic check,Yes
5619-PTMIK,Female,46,53.1,2459.8,Month-to-month,DSL,Electronic check,No
5619-XZZKR,Male,4,19.95,68.2,One year,No,Mailed check,No
5622-UEJFI,Female,35,25.4,949.8,Two year,No,Credit card (automatic),No
5624-BQSSA,Female,1,20.95,20.95,Month-to-month,No,Mailed check,Yes
5624-RYAMH,Female,9,19.5,178.85,Month-to-month,No,Electronic check,No
5626-MGTUK,Female,20,89.1,1879.25,Month-to-month,Fiber optic,Bank transfer (automatic),No
5627-TVBPP,Female,35,20.1,644.5,One year,No,Credit card (automatic),No
5628-FCGYG,Male,21,84.1,1737.45,Month-to-month,Fiber optic,Electronic check,No
5628-RKIFK,Female,49,101.55,5070.4,Month-to-month,Fiber optic,Credit card (automatic),No
5630-AHZIL,Female,3,64.5,177.4,Month-to-month,DSL,Bank transfer (automatic),No
5630-IXDXV,Female,47,106.35,4849.1,Month-to-month,Fiber optic,Electronic check,No
5639-NTUPK,Male,13,52.1,670.65,Month-to-month,DSL,Credit card (automatic),No
5640-CAXOA,Female,30,40.35,1187.05,One year,DSL,Credit card (automatic),No
5641-DMBFJ,Female,58,84.3,4916.4,Two year,DSL,Electronic check,No
5642-MHDQT,Female,53,19.85,1039.45,One year,No,Bank transfer (automatic),No
5644-PDMZC,Female,2,89.5,161.5,Month-to-month,Fiber optic,Electronic check,Yes
5647-FXOTP,Female,60,105.9,6401.25,Month-to-month,Fiber optic,Electronic check,No
5647-URDKA,Male,8,19.7,130.25,Two year,No,Mailed check,No
5649-ANRML,Male,2,95.1,180.25,Month-to-month,Fiber optic,Credit card (automatic),Yes
5649-RXQTV,Male,51,99,5038.15,Month-to-month,Fiber optic,Electronic check,No
5649-TJHOV,Male,27,36.5,1032,Month-to-month,DSL,Bank transfer (automatic),Yes
5649-VUKMC,Female,12,95.5,1115.15,One year,Fiber optic,Mailed check,Yes
5650-VDUDS,Female,4,24.25,96.05,Month-to-month,DSL,Mailed check,Yes
5650-YLIBA,Male,31,81.15,2640.55,Month-to-month,Fiber optic,Electronic check,No
5651-CPDND,Male,10,46,492.1,Month-to-month,DSL,Mailed check,No
5651-CRHKQ,Female,41,86.2,3339.05,One year,Fiber optic,Bank transfer (automatic),No
5651-WYIPH,Female,18,49.85,865.75,Month-to-month,DSL,Credit card (automatic),No
5651-YLPRD,Female,32,86.1,2723.75,Month-to-month,Fiber optic,Electronic check,No
5652-MSDEY,Female,10,75.75,777.3,Month-to-month,Fiber optic,Mailed check,No
5655-JSMZM,Male,49,96.2,4718.25,Month-to-month,Fiber optic,Electronic check,Yes
5656-JAMLX,Male,62,19.85,1253.65,Two year,No,Bank transfer (automatic),No
5656-MJEFC,Male,42,48.15,2032.3,Two year,DSL,Credit card (automatic),No
5663-QBGIS,Male,72,98.35,6929.4,Two year,Fiber optic,Bank transfer (automatic),No
5666-CYCYZ,Female,24,89.55,2259.35,Month-to-month,Fiber optic,Electronic check,No
5666-MBJPT,Male,65,25.1,1725,Two year,No,Bank transfer (automatic),No
5668-MEISB,Female,72,106.1,7657.4,Two year,Fiber optic,Credit card (automatic),No
5669-SRAIP,Female,5,39.5,210.75,Month-to-month,DSL,Electronic check,Yes
5671-RQRLP,Female,70,75.65,5411.4,Two year,Fiber optic,Credit card (automatic),No
5671-UUNXD,Female,50,100.65,5189.75,One year,Fiber optic,Electronic check,No
5673-FSSMF,Female,1,60.15,60.15,Month-to-month,DSL,Electronic check,Yes
5673-TIYIB,Male,2,40.4,77.15,Month-to-month,DSL,Credit card (automatic),Yes
5676-CFLYY,Male,71,73.35,5154.5,Two year,DSL,Credit card (automatic),No
5678-VFNEQ,Female,71,104.1,7412.25,One year,Fiber optic,Credit card (automatic),No
5680-LQOGP,Female,68,82.45,5646.6,Two year,DSL,Credit card (automatic),No
5681-LLOEI,Male,43,91.25,4013.8,One year,Fiber optic,Credit card (automatic),No
